timestamp,C1x,C1y,C1z,C7x,C7y,C7z,T5x,T5y,T5z,T12x,T12y,T12z,L5x,L5y,L5z,person_id,cervical_angle,thoracic_angle,lumbar_angle,scoliosis_angle,activity,posture
09:00:00,0.5716330657246569,-0.030351657,-0.153954614,0.4804232362382338,-0.088374386,0.1838631988728455,0.112538239001907,0.186972948543886,0.1159985375143696,0.77493006,0.1841697559137881,0.1182344126441403,0.6714484349539703,0.0138082963098232,0.1852437275458295,1,34.86418307911637,28.71304788642535,50.79869202819713,-1.73928898,standing,normal
09:00:01,0.6412813076233363,0.0148115055047206,0.2396883128181899,0.5367598403323088,0.1939198293861447,-0.306914978,-0.009438621,0.171987977070143,-0.22950535,0.8127086174514052,-0.27396383,-0.142194827,0.8247920283361453,0.008011346,-0.168414552,1,39.887429867926286,32.46333834,54.36142118552444,0.848667786,standing,normal
09:00:02,0.5717880519215939,-0.12341076,-0.198915889,0.3733387242569039,0.1325475009631194,-0.136489496,-0.124440501,-0.045311924,0.0312446215354972,0.8022280723768722,0.4015487679994876,0.085933677,0.7228638411614975,0.040774179,0.066796689,1,34.875006403789754,21.92167301232531,53.34339744157922,-7.088988449,standing,normal
09:00:03,0.591939852,-0.065978716,0.2357264463395289,0.4533557715100726,-0.014495101,-0.085463567,-0.278890871,0.3617108337288655,-0.102728914,0.7606618132226947,-0.51121584956,0.1010675541917062,0.7650706551736928,-0.007482237,-0.112474116,1,36.294787157582846,26.959191483983748,49.522576665981376,-3.783050095,standing,normal
09:00:04,0.5927352817931109,0.004335863,-0.014695096,0.3880187532266945,-0.047795954,0.1818132148960813,-0.324549626,0.189538781451843,0.093911086,0.71781826,-0.080514589,-0.023967879,0.6744503008674912,0.1247589437272782,0.2378895244003315,1,36.35135330862537,22.831276488284534,45.87464450219802,0.2484274483163918,standing,normal
09:00:05,0.6012936124545514,-0.043562207,-0.1023969,0.3290001945814915,-0.149752605,-0.208228866,0.3233423548470516,-0.014312751,0.0460099250878267,0.7848275107134516,-0.054640284,-0.050370608,0.6316239895745632,0.042694987,-0.081729576,1,36.962602102103766,19.20810261294566,51.70472793,-2.496720663,standing,normal
09:00:06,0.6019793979967132,-0.055296209,-0.005703447,0.4292189987162426,0.1284866669130391,0.0268726019136327,-0.01105052,-0.497919855,0.063778817,0.7005834898431809,0.03070586,0.281096763466901,0.6748763421866623,-0.010647927,-0.126416459,1,37.01179350938639,25.418006047574384,44.47383623796163,-3.16985621,standing,normal
09:00:07,0.6023225756426075,0.03976896,-0.132094575,0.4411618126688776,0.1391879387253932,-0.091129859,-0.094606033,-0.032029915,0.1023821799815031,0.7897098069905589,-0.062451482,-0.300215734,0.7666724856294764,0.084537142,0.055492168,1,37.03642160147536,26.17803287330114,52.15840077348148,2.2791946442983257,standing,normal
09:00:08,0.5074023777206917,0.006179244,0.050509547,0.3806020143812225,0.3089840375866596,0.1758946779062566,0.2004825105760882,-0.002626066,0.133910495044131,0.7895181028577073,-0.139502915,0.1899263259165456,0.6553799169323733,0.0251644942226418,-0.206349371,1,30.49095780575993,22.370977795283924,52.14050023996791,0.3540468579593286,standing,normal
09:00:09,0.6245906158817932,-0.132414744,0.1139704242676866,0.4366825675167678,-0.179853639,-0.07505105,-0.330267428,0.1313585232614917,-0.081087673,0.6941762463174974,0.047226595272046,0.2893204849747959,0.6854900630028553,0.0517269993437111,-0.265603284,1,38.65214605273021,25.89240667805378,43.96161098435342,-7.60915348,standing,normal
09:00:10,0.5709016652108224,0.006087307,-0.143897336,0.4509297985166173,0.2002913837486724,-0.083703496,-0.134133248,0.09703205,-0.303158982,0.8114587028525982,-0.113284019,-0.215015369,0.6962161499855369,0.0540223,-0.007016592,1,34.81312557133648,26.80335452027129,54.238696438993095,0.3487791271539851,standing,normal
09:00:11,0.640647993,-0.078349528,-0.039825037,0.4070644654298924,0.073969108,-0.248351456,-0.065485534,0.0520924980742605,-0.054456023,0.7520313742921177,-0.21873472,0.2971018522378478,0.685550871,-0.028146358,-0.139847842,1,39.84015572687412,24.020562018298712,48.76664951616133,-4.493702821,standing,normal
09:00:12,0.5527056298976887,-0.099427992,0.2201378843279425,0.3859104587614178,0.276311617579794,-0.116292687,-0.155404238,0.1096231029308277,0.1383571450530095,0.7279990931003446,-0.428014787,0.320986979,0.6527163773445352,-0.000328422,-0.027085062,1,33.55282922246722,22.70027429052798,46.71891220525553,-5.706232656,standing,normal
09:00:13,0.6616226470110973,-0.037309358,0.1488911609827443,0.3815699130573421,-0.104776696,-0.076150581,-0.168240258,-0.018304212,-0.244396306,0.7632592382427893,0.1675675590606534,0.1743571466620946,0.6380152979474436,0.006624552,-0.023657846,1,41.42374279426154,22.43096063694145,49.75237378177621,-2.138165024,standing,normal
09:00:14,0.5742598156698526,-0.017823386,0.096098249,0.3496807589597148,-0.253934222,0.2113810834362818,-0.052092212,0.1451829019987353,0.2074453895081013,0.8568173465742248,-0.285879597,0.1785803924954733,0.681928746,0.1121854387068485,0.026967439,1,35.047813099407534,20.467790154926263,58.961091086711534,-1.021258877,standing,lumbar lordosis
09:00:15,0.6896143636652033,-0.218598574,0.034320397,0.4153960988285459,0.2721792483495592,-0.153681366,0.1535812909432338,0.003878814,-0.31172121,0.7203308522677997,-0.238789616,-0.028438248,0.609005722,0.000532654,-0.152097488,1,43.59959016,24.544263187668477,46.08180297155506,-12.62673383,standing,scoliosis
09:00:16,0.6234417903724625,-0.041071791,-0.110426474,0.3782341897778745,0.285255906,-0.50087664319,0.0115601945338205,-0.404617472,-0.129044672,0.7369709590404068,-0.071477426,-0.420354839,0.5366789425488576,0.07703217,0.077071344,1,38.567910181288646,22.22434712241796,47.47402299,-2.353902391,standing,normal
09:00:17,0.6121171073922779,0.060657358,0.2686015324441659,0.4159081117632276,-0.487752439,-0.019963564,-0.063926461,0.1062179113827415,0.069242803,0.7431063788510381,-0.069737499,0.170353519907298,0.5934152148570003,0.09414854,0.04905605,1,37.74274154061378,24.576517631876385,47.996708028108735,3.477545339063248,standing,normal
09:00:18,0.5808517901736822,-0.013249937,-0.019697418,0.4205725749686826,-0.156471006,0.249189457,-0.202558275,0.1686126583414222,0.1670356287845045,0.8313648532545355,0.1904898936383887,0.0301978999402119,0.682777957,0.1120474160698523,-0.164510224,1,35.51047534716845,24.870741815609733,56.23919775698719,-0.759187689,standing,lumbar lordosis
09:00:19,0.6450547639666347,0.0522153743638961,0.0166571104236276,0.4329906238593051,-0.401829122,0.0223110407445144,-0.013916538,-0.0618004,-0.071665497,0.7888135981236696,0.2176675970064045,-0.013829536,0.7287926523625439,0.06442852,-0.082777186,1,40.16978160729444,25.657502914304057,52.074778218701766,2.993081707808772,standing,normal
09:00:20,0.5282425260471646,-0.04421731,-0.152287692,0.371890153,-0.085463717,-0.187192612,0.1462041335351747,-0.03062809,0.5272251612873047,0.7929963369584407,-0.130436848,0.068091151,0.6306054352332293,-0.006743347,0.1361360033145292,1,31.886786125207607,21.832235209813728,52.46641217075349,-2.534291546,standing,normal
09:00:21,0.5550935761321573,-0.126231724,0.2842786623621056,0.3932949437815237,0.2948353574443411,0.3002932337783369,0.3232824339170189,0.098292878,-0.032067271,0.6921717228098123,-0.125823396,-0.347942547,0.7125990165551093,-0.022001939,0.1840107519629676,1,33.71716031418259,23.159676424103424,43.80226635480642,-7.251891862,standing,normal
09:00:22,0.5674010071817157,-0.052229481,0.001212056,0.4106632559199814,0.0109154655087001,0.069300475,0.1429847922350668,-0.107054771,0.0211966200488248,0.7995822322627296,0.18936201019307,-0.098823421,0.6165141759183714,0.044213881,0.0287570073219792,1,34.56918820600252,24.24650631196111,53.09022697169249,-2.993891088,standing,normal
09:00:23,0.6327634939409444,-0.139830446,-0.117160829,0.3336759649380038,-0.042073992,0.077235365,0.2467048517323371,-0.361820744,-0.291071618,0.7775402799322595,-0.096689265,0.037136062,0.7144560641975635,0.0389067924538524,0.068195335,1,39.25430367332571,19.492044158437423,51.035914192013045,-8.038034994,standing,normal
